iter	Passed	Remaining
968	4256	8921
969	4260	8916
970	4265	8913
971	4270	8909
972	4274	8905
973	4279	8902
974	4285	8899
975	4290	8897
976	4295	8895
977	4300	8891
978	4305	8887
979	4310	8884
980	4315	8881
981	4320	8879
982	4325	8875
983	4330	8873
984	4335	8869
985	4341	8868
986	4345	8863
987	4350	8860
988	4355	8856
989	4359	8852
990	4364	8848
991	4369	8844
992	4374	8840
993	4378	8837
994	4384	8835
995	4390	8833
996	4394	8828
997	4399	8824
998	4403	8820
999	4407	8815
1000	4411	8809
1001	4415	8804
1002	4419	8799
1003	4423	8794
1004	4429	8792
1005	4433	8787
1006	4437	8781
1007	4440	8775
1008	4445	8771
1009	4449	8766
1010	4454	8763
1011	4459	8759
1012	4463	8755
1013	4468	8752
1014	4473	8748
1015	4478	8745
1016	4483	8741
1017	4487	8737
1018	4491	8731
1019	4495	8727
1020	4499	8721
1021	4504	8717
1022	4508	8712
1023	4512	8708
1024	4517	8704
1025	4521	8699
1026	4525	8694
1027	4529	8689
1028	4534	8686
1029	4539	8682
1030	4544	8678
1031	4548	8674
1032	4553	8671
1033	4557	8666
1034	4562	8662
1035	4567	8658
1036	4571	8654
1037	4576	8650
1038	4580	8645
1039	4585	8641
1040	4589	8637
1041	4594	8634
1042	4599	8629
1043	4604	8625
1044	4608	8621
1045	4612	8616
1046	4616	8611
1047	4620	8606
1048	4624	8601
1049	4629	8597
1050	4633	8593
1051	4637	8588
1052	4642	8584
1053	4646	8579
1054	4651	8575
1055	4655	8570
1056	4659	8565
1057	4663	8560
1058	4668	8557
1059	4673	8553
1060	4678	8549
1061	4682	8545
1062	4686	8540
1063	4691	8536
1064	4695	8532
1065	4700	8527
1066	4704	8522
1067	4708	8518
1068	4713	8513
1069	4717	8508
1070	4721	8504
1071	4726	8500
1072	4731	8496
1073	4735	8493
1074	4739	8487
1075	4743	8481
1076	4748	8478
1077	4753	8474
1078	4756	8469
1079	4761	8464
1080	4766	8462
1081	4771	8457
1082	4775	8453
1083	4780	8450
1084	4785	8445
1085	4789	8441
1086	4794	8436
1087	4799	8433
1088	4803	8429
1089	4808	8425
1090	4813	8422
1091	4818	8418
1092	4823	8414
1093	4827	8410
1094	4832	8407
1095	4837	8404
1096	4842	8400
1097	4848	8399
1098	4853	8395
1099	4858	8392
1100	4863	8388
1101	4868	8385
1102	4873	8381
1103	4878	8378
1104	4883	8375
1105	4887	8370
1106	4892	8366
1107	4898	8363
1108	4903	8361
1109	4908	8356
1110	4913	8354
1111	4917	8349
1112	4921	8344
1113	4926	8340
1114	4931	8337
1115	4937	8334
1116	4941	8329
1117	4946	8325
1118	4950	8320
1119	4954	8315
1120	4958	8311
1121	4963	8307
1122	4968	8303
1123	4972	8298
1124	4976	8294
1125	4980	8289
1126	4985	8285
1127	4989	8280
1128	4994	8277
1129	4999	8272
1130	5003	8268
1131	5007	8263
1132	5012	8260
1133	5017	8256
1134	5022	8252
1135	5027	8248
1136	5031	8243
1137	5035	8239
1138	5040	8234
1139	5044	8230
1140	5047	8224
1141	5051	8219
1142	5056	8214
1143	5060	8209
1144	5064	8205
1145	5068	8200
1146	5072	8195
1147	5078	8192
1148	5082	8187
1149	5087	8183
1150	5090	8178
1151	5095	8173
1152	5100	8169
1153	5104	8165
1154	5108	8161
1155	5113	8156
1156	5116	8150
1157	5121	8146
1158	5126	8142
1159	5131	8139
1160	5136	8136
1161	5140	8131
1162	5145	8126
1163	5149	8122
1164	5153	8117
1165	5158	8113
1166	5162	8108
1167	5167	8104
1168	5171	8099
1169	5177	8097
1170	5181	8092
1171	5185	8088
1172	5190	8084
1173	5194	8079
1174	5199	8075
1175	5203	8070
1176	5208	8067
1177	5213	8063
1178	5217	8058
1179	5222	8054
1180	5226	8050
1181	5231	8046
1182	5240	8049
1183	5245	8045
1184	5250	8041
1185	5254	8036
1186	5258	8031
1187	5263	8028
1188	5267	8023
1189	5272	8019
1190	5276	8015
1191	5281	8010
1192	5285	8005
1193	5290	8001
1194	5295	7998
1195	5299	7993
1196	5304	7989
1197	5309	7986
1198	5314	7982
1199	5318	7977
1200	5323	7973
1201	5331	7975
1202	5336	7971
1203	5340	7966
1204	5345	7963
1205	5350	7958
1206	5356	7956
1207	5360	7952
1208	5366	7949
1209	5371	7946
1210	5375	7941
1211	5380	7937
1212	5385	7933
1213	5390	7930
1214	5395	7926
1215	5399	7921
1216	5404	7917
1217	5408	7912
1218	5412	7907
1219	5416	7903
1220	5420	7898
1221	5424	7893
1222	5429	7888
1223	5434	7884
1224	5438	7880
1225	5443	7876
1226	5447	7872
1227	5450	7864
1228	5455	7861
1229	5459	7856
1230	5464	7852
1231	5469	7848
1232	5473	7844
1233	5477	7839
1234	5482	7835
1235	5487	7831
1236	5492	7827
1237	5496	7823
1238	5501	7818
1239	5505	7814
1240	5510	7810
1241	5514	7806
1242	5519	7802
1243	5524	7797
1244	5529	7794
1245	5533	7789
1246	5537	7785
1247	5541	7779
1248	5546	7775
1249	5551	7771
1250	5553	7764
1251	5557	7759
1252	5561	7754
1253	5566	7750
1254	5571	7746
1255	5575	7742
1256	5580	7737
1257	5584	7733
1258	5588	7728
1259	5592	7723
1260	5597	7719
1261	5601	7714
1262	5605	7709
1263	5609	7704
1264	5614	7700
1265	5618	7695
1266	5622	7690
1267	5627	7686
1268	5631	7681
1269	5636	7677
1270	5640	7672
1271	5644	7667
1272	5648	7662
1273	5652	7658
1274	5657	7654
1275	5662	7650
1276	5666	7645
1277	5670	7640
1278	5674	7635
1279	5679	7631
1280	5684	7628
1281	5689	7623
1282	5693	7619
1283	5698	7615
1284	5703	7611
1285	5707	7607
1286	5711	7602
1287	5715	7596
1288	5719	7592
1289	5723	7587
1290	5732	7589
1291	5738	7586
1292	5743	7582
1293	5747	7577
1294	5753	7574
1295	5758	7570
1296	5762	7566
1297	5767	7562
1298	5771	7557
1299	5775	7551
1300	5780	7549
1301	5786	7545
1302	5790	7540
1303	5794	7536
1304	5799	7532
1305	5803	7527
1306	5807	7522
1307	5811	7517
1308	5817	7514
1309	5822	7510
1310	5826	7506
1311	5831	7502
1312	5836	7499
1313	5841	7494
1314	5846	7491
1315	5850	7486
1316	5854	7481
1317	5859	7477
1318	5863	7473
1319	5868	7468
1320	5872	7463
1321	5877	7460
1322	5883	7457
1323	5887	7452
1324	5891	7447
1325	5895	7443
1326	5900	7438
1327	5904	7434
1328	5909	7430
1329	5914	7426
1330	5917	7420
1331	5922	7416
1332	5926	7411
1333	5931	7407
1334	5935	7402
1335	5939	7397
1336	5943	7392
1337	5948	7388
1338	5953	7385
1339	5958	7380
1340	5963	7377
1341	5967	7373
1342	5972	7368
1343	5976	7364
1344	5981	7360
1345	5986	7356
1346	5991	7352
1347	5995	7347
1348	5999	7343
1349	6004	7339
1350	6009	7334
1351	6013	7329
1352	6017	7325
1353	6021	7320
1354	6025	7315
1355	6030	7311
1356	6035	7307
1357	6039	7302
1358	6044	7298
1359	6047	7293
1360	6051	7287
1361	6055	7283
1362	6060	7278
1363	6065	7274
1364	6069	7269
1365	6074	7266
1366	6079	7262
1367	6084	7258
1368	6088	7253
1369	6092	7249
1370	6096	7244
1371	6100	7239
1372	6104	7234
1373	6109	7229
1374	6114	7226
1375	6118	7221
1376	6123	7216
1377	6127	7212
1378	6132	7208
1379	6136	7204
1380	6141	7200
1381	6146	7195
1382	6150	7190
1383	6154	7186
1384	6158	7181
1385	6163	7177
1386	6167	7172
1387	6172	7168
1388	6177	7165
1389	6181	7160
1390	6186	7156
1391	6191	7152
1392	6195	7147
1393	6199	7142
1394	6204	7137
1395	6208	7132
1396	6212	7128
1397	6216	7123
1398	6222	7121
1399	6228	7117
1400	6232	7113
1401	6237	7109
1402	6242	7105
1403	6247	7101
1404	6252	7098
1405	6258	7095
1406	6263	7090
1407	6267	7086
1408	6271	7082
1409	6277	7079
1410	6282	7074
1411	6286	7070
1412	6292	7067
1413	6296	7062
1414	6300	7057
1415	6305	7053
1416	6311	7050
1417	6317	7048
1418	6322	7044
1419	6328	7041
1420	6333	7037
1421	6338	7034
1422	6343	7029
1423	6348	7026
1424	6352	7021
1425	6357	7017
1426	6362	7013
1427	6367	7010
1428	6373	7006
1429	6379	7003
1430	6383	6999
1431	6388	6995
1432	6393	6990
1433	6397	6986
1434	6402	6981
1435	6406	6978
1436	6411	6973
1437	6415	6968
1438	6419	6963
1439	6425	6960
1440	6429	6956
1441	6434	6951
1442	6438	6947
1443	6443	6943
1444	6447	6938
1445	6451	6933
1446	6455	6928
1447	6459	6923
1448	6464	6920
1449	6469	6915
1450	6474	6911
1451	6478	6907
1452	6482	6902
1453	6499	6910
1454	6514	6917
1455	6520	6914
1456	6528	6914
1457	6533	6909
1458	6537	6905
1459	6542	6900
1460	6546	6896
1461	6551	6892
1462	6556	6888
1463	6560	6883
1464	6564	6878
1465	6569	6874
1466	6574	6870
1467	6578	6865
1468	6582	6860
1469	6587	6856
1470	6592	6852
1471	6597	6848
1472	6601	6843
1473	6605	6838
1474	6609	6834
1475	6614	6829
1476	6618	6824
1477	6622	6820
1478	6628	6816
1479	6632	6811
1480	6637	6808
1481	6642	6803
1482	6646	6798
1483	6650	6793
1484	6654	6789
1485	6659	6784
1486	6662	6779
1487	6668	6775
1488	6672	6771
1489	6677	6767
1490	6682	6763
1491	6686	6758
1492	6691	6753
1493	6695	6749
1494	6700	6745
1495	6705	6741
1496	6710	6737
1497	6715	6733
1498	6720	6729
1499	6725	6725
1500	6730	6721
1501	6735	6717
1502	6739	6712
1503	6744	6708
1504	6749	6704
1505	6754	6700
1506	6759	6696
1507	6763	6692
1508	6768	6687
1509	6772	6682
1510	6776	6678
1511	6780	6673
1512	6786	6669
1513	6790	6665
1514	6795	6661
1515	6800	6656
1516	6805	6652
1517	6809	6648
1518	6814	6644
1519	6818	6639
1520	6823	6634
1521	6827	6630
1522	6832	6626
1523	6837	6622
1524	6842	6618
1525	6847	6613
1526	6852	6610
1527	6856	6604
1528	6860	6600
1529	6864	6595
1530	6870	6592
1531	6875	6587
1532	6879	6583
1533	6884	6578
1534	6888	6574
1535	6892	6569
1536	6897	6564
1537	6901	6560
1538	6905	6555
1539	6910	6551
1540	6915	6547
1541	6918	6541
1542	6923	6537
1543	6928	6533
1544	6933	6529
1545	6937	6524
1546	6941	6520
1547	6946	6516
1548	6951	6511
1549	6955	6506
1550	6960	6502
1551	6966	6499
1552	6970	6494
1553	6975	6490
1554	6979	6485
1555	6984	6481
1556	6988	6477
1557	6993	6472
1558	6997	6467
1559	7001	6462
1560	7005	6458
1561	7010	6454
1562	7015	6450
1563	7020	6445
1564	7025	6441
1565	7029	6437
1566	7034	6432
1567	7038	6428
1568	7042	6423
1569	7047	6419
1570	7052	6414
1571	7056	6410
1572	7061	6406
1573	7065	6401
1574	7070	6397
1575	7074	6392
1576	7078	6387
1577	7082	6382
1578	7086	6377
1579	7091	6373
1580	7095	6368
1581	7099	6363
1582	7104	6359
1583	7107	6353
1584	7111	6349
1585	7116	6344
1586	7120	6339
1587	7124	6335
1588	7128	6329
1589	7131	6324
1590	7136	6319
1591	7140	6315
1592	7145	6310
1593	7149	6306
1594	7153	6301
1595	7158	6297
1596	7163	6293
1597	7167	6288
1598	7173	6284
1599	7177	6279
1600	7181	6275
1601	7185	6270
1602	7190	6266
1603	7195	6262
1604	7200	6258
1605	7204	6253
1606	7209	6249
1607	7214	6245
1608	7218	6240
1609	7223	6236
1610	7228	6232
1611	7232	6227
1612	7237	6223
1613	7241	6218
1614	7246	6214
1615	7250	6209
1616	7255	6205
1617	7259	6200
1618	7264	6196
1619	7268	6191
1620	7272	6187
1621	7279	6184
1622	7284	6180
1623	7289	6176
1624	7295	6172
1625	7300	6168
1626	7304	6163
1627	7310	6161
1628	7315	6157
1629	7320	6152
1630	7325	6148
1631	7330	6144
1632	7335	6140
1633	7340	6136
1634	7345	6132
1635	7349	6127
1636	7354	6123
1637	7360	6119
1638	7364	6115
1639	7368	6110
1640	7374	6107
1641	7379	6102
1642	7383	6098
1643	7387	6093
1644	7393	6090
1645	7398	6086
1646	7403	6081
1647	7408	6077
1648	7412	6072
1649	7416	6068
1650	7422	6064
1651	7426	6059
1652	7431	6055
1653	7436	6051
1654	7440	6046
1655	7444	6041
1656	7447	6036
1657	7451	6031
1658	7457	6027
1659	7461	6023
1660	7465	6018
1661	7471	6014
1662	7475	6010
1663	7479	6005
1664	7484	6000
1665	7488	5996
1666	7492	5991
1667	7496	5986
1668	7501	5981
1669	7506	5978
1670	7511	5974
1671	7516	5969
1672	7522	5966
1673	7526	5962
1674	7530	5957
1675	7535	5953
1676	7540	5948
1677	7544	5943
1678	7548	5938
1679	7552	5934
1680	7557	5929
1681	7561	5925
1682	7567	5921
1683	7572	5918
1684	7577	5913
1685	7581	5909
1686	7587	5905
1687	7591	5900
1688	7595	5895
1689	7600	5891
