iter	Passed	Remaining
1690	7605	5887
1691	7609	5882
1692	7613	5877
1693	7617	5872
1694	7622	5868
1695	7627	5864
1696	7631	5859
1697	7636	5855
1698	7641	5851
1699	7645	5846
1700	7650	5842
1701	7655	5838
1702	7660	5834
1703	7664	5829
1704	7669	5825
1705	7674	5821
1706	7679	5816
1707	7683	5812
1708	7688	5807
1709	7692	5803
1710	7697	5798
1711	7702	5794
1712	7706	5790
1713	7711	5785
1714	7715	5781
1715	7721	5777
1716	7725	5772
1717	7730	5768
1718	7736	5765
1719	7740	5760
1720	7745	5756
1721	7750	5752
1722	7755	5748
1723	7760	5743
1724	7765	5739
1725	7770	5735
1726	7775	5731
1727	7780	5727
1728	7785	5723
1729	7789	5718
1730	7794	5714
1731	7799	5710
1732	7804	5705
1733	7808	5700
1734	7813	5697
1735	7819	5693
1736	7825	5690
1737	7833	5687
1738	7837	5683
1739	7842	5679
1740	7847	5675
1741	7853	5671
1742	7858	5667
1743	7863	5662
1744	7868	5659
1745	7872	5654
1746	7877	5649
1747	7882	5645
1748	7886	5640
1749	7891	5636
1750	7895	5632
1751	7900	5627
1752	7905	5623
1753	7909	5618
1754	7913	5614
1755	7919	5610
1756	7923	5605
1757	7927	5600
1758	7932	5596
1759	7936	5591
1760	7940	5586
1761	7945	5582
1762	7949	5577
1763	7953	5573
1764	7958	5568
1765	7963	5564
1766	7967	5559
1767	7972	5555
1768	7976	5550
1769	7981	5546
1770	7985	5541
1771	7988	5536
1772	7993	5531
1773	7997	5527
1774	8001	5522
1775	8005	5517
1776	8009	5512
1777	8015	5509
1778	8021	5505
1779	8025	5500
1780	8030	5496
1781	8035	5491
1782	8039	5487
1783	8043	5482
1784	8047	5477
1785	8051	5472
1786	8056	5468
1787	8060	5464
1788	8065	5459
1789	8069	5455
1790	8074	5450
1791	8078	5445
1792	8083	5441
1793	8088	5437
1794	8093	5433
1795	8098	5429
1796	8103	5424
1797	8107	5420
1798	8112	5415
1799	8116	5411
1800	8121	5406
1801	8125	5402
1802	8130	5397
1803	8134	5393
1804	8138	5388
1805	8143	5383
1806	8147	5379
1807	8152	5374
1808	8155	5369
1809	8159	5364
1810	8164	5360
1811	8169	5356
1812	8174	5351
1813	8179	5347
1814	8183	5343
1815	8187	5338
1816	8195	5335
1817	8199	5330
1818	8203	5326
1819	8208	5322
1820	8213	5317
1821	8217	5312
1822	8222	5308
1823	8226	5304
1824	8231	5299
1825	8235	5294
1826	8238	5289
1827	8243	5285
1828	8248	5280
1829	8253	5276
1830	8257	5271
1831	8262	5267
1832	8267	5263
1833	8273	5260
1834	8279	5256
1835	8284	5252
1836	8288	5247
1837	8294	5243
1838	8298	5239
1839	8305	5235
1840	8311	5232
1841	8316	5228
1842	8321	5224
1843	8326	5219
1844	8331	5215
1845	8336	5211
1846	8341	5206
1847	8345	5202
1848	8350	5198
1849	8354	5193
1850	8360	5189
1851	8364	5184
1852	8369	5180
1853	8373	5175
1854	8377	5171
1855	8382	5166
1856	8387	5162
1857	8391	5157
1858	8396	5153
1859	8400	5148
1860	8405	5144
1861	8411	5140
1862	8415	5135
1863	8420	5131
1864	8425	5127
1865	8430	5123
1866	8434	5118
1867	8439	5114
1868	8443	5109
1869	8447	5104
1870	8452	5100
1871	8456	5095
1872	8461	5091
1873	8465	5086
1874	8471	5082
1875	8475	5078
1876	8480	5073
1877	8485	5069
1878	8489	5064
1879	8493	5059
1880	8498	5055
1881	8502	5051
1882	8506	5046
1883	8510	5041
1884	8514	5036
1885	8518	5031
1886	8522	5026
1887	8526	5022
1888	8530	5016
1889	8534	5012
1890	8539	5008
1891	8544	5003
1892	8548	4999
1893	8553	4994
1894	8557	4989
1895	8561	4985
1896	8566	4980
1897	8570	4976
1898	8575	4971
1899	8580	4967
1900	8583	4962
1901	8588	4958
1902	8592	4953
1903	8596	4948
1904	8600	4943
1905	8606	4939
1906	8610	4934
1907	8614	4930
1908	8620	4926
1909	8624	4921
1910	8629	4917
1911	8634	4913
1912	8638	4908
1913	8642	4903
1914	8648	4899
1915	8652	4895
1916	8657	4890
1917	8662	4886
1918	8666	4882
1919	8671	4877
1920	8675	4873
1921	8680	4868
1922	8685	4864
1923	8689	4859
1924	8693	4855
1925	8698	4850
1926	8703	4846
1927	8707	4841
1928	8712	4837
1929	8718	4833
1930	8722	4828
1931	8727	4824
1932	8731	4819
1933	8737	4815
1934	8742	4811
1935	8746	4806
1936	8750	4802
1937	8755	4797
1938	8760	4793
1939	8764	4789
1940	8770	4785
1941	8774	4780
1942	8779	4775
1943	8783	4771
1944	8787	4766
1945	8792	4762
1946	8797	4757
1947	8800	4752
1948	8805	4748
1949	8810	4743
1950	8815	4740
1951	8821	4735
1952	8824	4730
1953	8829	4726
1954	8834	4722
1955	8839	4718
1956	8844	4713
1957	8848	4708
1958	8852	4704
1959	8856	4699
1960	8861	4694
1961	8866	4690
1962	8871	4686
1963	8875	4681
1964	8880	4677
1965	8885	4673
1966	8890	4669
1967	8894	4664
1968	8899	4659
1969	8904	4655
1970	8908	4650
1971	8916	4647
1972	8920	4643
1973	8925	4639
1974	8930	4634
1975	8935	4630
1976	8938	4625
1977	8943	4621
1978	8948	4616
1979	8953	4612
1980	8957	4607
1981	8962	4603
1982	8966	4598
1983	8971	4594
1984	8975	4589
1985	8980	4585
1986	8985	4581
1987	8989	4576
1988	8994	4572
1989	9000	4567
1990	9004	4563
1991	9008	4558
1992	9012	4553
1993	9018	4549
1994	9023	4545
1995	9027	4540
1996	9032	4536
1997	9036	4532
1998	9041	4527
1999	9045	4522
2000	9050	4518
2001	9055	4513
2002	9059	4509
2003	9064	4505
2004	9068	4500
2005	9073	4495
2006	9077	4491
2007	9082	4487
2008	9087	4482
2009	9090	4477
2010	9095	4473
2011	9100	4468
2012	9103	4463
2013	9108	4459
2014	9112	4454
2015	9115	4449
2016	9120	4444
2017	9125	4440
2018	9131	4436
2019	9135	4432
2020	9140	4427
2021	9144	4423
2022	9149	4418
2023	9153	4413
2024	9157	4409
2025	9161	4404
2026	9165	4399
2027	9169	4394
2028	9174	4390
2029	9182	4387
2030	9187	4383
2031	9192	4378
2032	9196	4374
2033	9201	4369
2034	9206	4365
2035	9211	4361
2036	9216	4356
2037	9221	4352
2038	9225	4348
2039	9230	4343
2040	9235	4339
2041	9240	4335
2042	9245	4330
2043	9249	4326
2044	9254	4321
2045	9258	4317
2046	9263	4312
2047	9269	4308
2048	9274	4304
2049	9280	4300
2050	9284	4296
2051	9289	4291
2052	9295	4287
2053	9300	4283
2054	9304	4278
2055	9309	4274
2056	9314	4270
2057	9319	4265
2058	9323	4261
2059	9329	4256
2060	9333	4252
2061	9338	4248
2062	9342	4243
2063	9347	4238
2064	9352	4234
2065	9357	4230
2066	9362	4226
2067	9367	4221
2068	9371	4216
2069	9376	4212
2070	9380	4207
2071	9385	4203
2072	9389	4198
2073	9394	4194
2074	9398	4189
2075	9402	4184
2076	9406	4180
2077	9411	4176
2078	9417	4171
2079	9421	4167
2080	9425	4162
2081	9428	4157
2082	9432	4152
2083	9437	4148
2084	9441	4143
2085	9445	4138
2086	9449	4133
2087	9453	4129
2088	9457	4124
2089	9462	4119
2090	9466	4115
2091	9471	4110
2092	9476	4106
2093	9479	4101
2094	9484	4096
2095	9489	4092
2096	9493	4088
2097	9498	4083
2098	9502	4079
2099	9507	4074
2100	9511	4070
2101	9516	4065
2102	9520	4060
2103	9525	4056
2104	9530	4052
2105	9535	4047
2106	9539	4043
2107	9543	4038
2108	9548	4033
2109	9552	4029
2110	9557	4025
2111	9562	4020
2112	9567	4016
2113	9571	4011
2114	9576	4007
2115	9580	4002
2116	9585	3998
2117	9589	3993
2118	9594	3989
2119	9598	3984
2120	9602	3979
2121	9607	3975
2122	9611	3970
2123	9616	3966
2124	9620	3961
2125	9625	3956
2126	9629	3952
2127	9634	3947
2128	9638	3943
2129	9642	3938
2130	9647	3934
2131	9652	3929
2132	9656	3925
2133	9661	3920
2134	9666	3916
2135	9672	3912
2136	9676	3907
2137	9681	3903
2138	9686	3899
2139	9692	3894
2140	9696	3890
2141	9701	3885
2142	9705	3881
2143	9710	3876
2144	9715	3872
2145	9719	3867
2146	9724	3863
2147	9729	3859
2148	9734	3854
2149	9739	3850
2150	9743	3845
2151	9748	3841
2152	9752	3836
2153	9757	3832
2154	9763	3828
2155	9768	3824
2156	9773	3819
2157	9778	3815
2158	9783	3810
2159	9788	3806
2160	9793	3802
2161	9797	3797
2162	9803	3793
2163	9808	3789
2164	9814	3785
2165	9819	3781
2166	9824	3776
2167	9829	3772
2168	9834	3767
2169	9839	3763
2170	9844	3759
2171	9848	3754
2172	9853	3750
2173	9856	3745
2174	9862	3740
2175	9866	3736
2176	9870	3731
2177	9876	3727
2178	9880	3722
2179	9885	3718
2180	9890	3714
2181	9895	3709
2182	9899	3704
2183	9903	3700
2184	9908	3695
2185	9913	3691
2186	9918	3687
2187	9922	3682
2188	9928	3678
2189	9932	3673
2190	9937	3669
2191	9941	3664
2192	9946	3660
2193	9951	3655
2194	9955	3651
2195	9960	3646
2196	9965	3642
2197	9969	3637
2198	9974	3633
2199	9978	3628
2200	9983	3624
2201	9987	3619
2202	9991	3614
2203	9995	3610
2204	10001	3605
2205	10005	3601
2206	10010	3596
2207	10015	3592
2208	10020	3587
2209	10024	3583
2210	10029	3578
2211	10033	3574
2212	10038	3569
2213	10043	3565
2214	10047	3560
2215	10052	3556
2216	10056	3551
2217	10060	3546
2218	10065	3542
2219	10069	3537
2220	10073	3533
2221	10077	3528
2222	10081	3523
2223	10086	3519
2224	10090	3514
2225	10095	3510
2226	10100	3505
2227	10104	3501
2228	10109	3496
2229	10114	3492
2230	10119	3487
2231	10123	3483
2232	10127	3478
2233	10131	3473
2234	10135	3469
2235	10139	3464
2236	10144	3460
2237	10149	3455
2238	10154	3451
2239	10159	3446
2240	10167	3443
2241	10171	3438
2242	10175	3434
2243	10181	3429
2244	10186	3425
2245	10191	3421
2246	10195	3416
2247	10201	3412
2248	10206	3408
2249	10212	3404
2250	10217	3399
2251	10221	3394
2252	10225	3390
2253	10230	3385
2254	10235	3381
2255	10240	3377
2256	10245	3372
2257	10250	3368
2258	10255	3363
2259	10260	3359
2260	10266	3355
2261	10270	3350
2262	10275	3346
2263	10280	3342
2264	10285	3337
2265	10290	3333
2266	10296	3329
2267	10300	3324
2268	10304	3319
2269	10309	3315
2270	10314	3311
2271	10319	3306
2272	10324	3302
2273	10329	3297
2274	10333	3293
2275	10338	3288
2276	10343	3284
2277	10348	3279
2278	10353	3275
2279	10357	3270
2280	10362	3266
2281	10367	3261
2282	10371	3257
2283	10376	3252
2284	10381	3248
2285	10386	3243
2286	10390	3239
2287	10394	3234
2288	10398	3230
2289	10402	3225
2290	10406	3220
2291	10411	3216
2292	10415	3211
2293	10420	3206
2294	10424	3202
2295	10429	3197
2296	10434	3193
2297	10439	3189
2298	10444	3184
2299	10448	3179
2300	10451	3175
2301	10455	3170
2302	10460	3165
2303	10464	3161
2304	10469	3156
2305	10473	3152
2306	10478	3147
2307	10483	3143
2308	10488	3138
2309	10493	3134
2310	10497	3129
2311	10502	3125
2312	10506	3120
2313	10512	3116
2314	10517	3111
2315	10521	3107
2316	10525	3102
2317	10529	3097
2318	10533	3093
2319	10536	3088
2320	10541	3083
2321	10546	3079
2322	10551	3075
2323	10555	3070
2324	10560	3065
2325	10564	3061
2326	10568	3056
2327	10573	3052
2328	10577	3047
2329	10582	3043
2330	10587	3038
2331	10592	3034
2332	10596	3029
2333	10600	3024
2334	10605	3020
2335	10611	3016
2336	10615	3011
2337	10619	3006
2338	10625	3002
2339	10630	2998
2340	10634	2993
2341	10638	2988
2342	10643	2984
2343	10647	2979
2344	10652	2975
2345	10659	2971
2346	10664	2967
2347	10669	2962
2348	10674	2958
2349	10679	2953
2350	10684	2949
2351	10689	2944
2352	10694	2940
2353	10698	2936
2354	10703	2931
2355	10710	2927
2356	10715	2923
2357	10720	2918
2358	10725	2914
2359	10730	2910
2360	10735	2905
2361	10740	2901
2362	10745	2896
2363	10750	2892
2364	10755	2887
2365	10761	2883
2366	10765	2879
2367	10770	2874
2368	10775	2870
2369	10780	2865
2370	10786	2861
2371	10791	2857
2372	10795	2852
2373	10800	2848
2374	10805	2843
2375	10811	2839
2376	10816	2834
2377	10821	2830
2378	10825	2825
2379	10830	2821
2380	10834	2816
2381	10839	2812
2382	10844	2807
2383	10849	2803
2384	10854	2798
2385	10859	2794
2386	10863	2789
2387	10867	2785
2388	10871	2780
2389	10875	2775
2390	10879	2770
2391	10883	2766
2392	10887	2761
2393	10891	2756
2394	10895	2752
2395	10899	2747
2396	10903	2743
2397	10907	2738
2398	10912	2733
2399	10916	2729
2400	10921	2724
2401	10925	2720
2402	10930	2715
2403	10934	2710
2404	10939	2706
2405	10944	2701
2406	10948	2697
2407	10952	2692
2408	10956	2688
2409	10960	2683
2410	10964	2678
2411	10969	2674
2412	10973	2669
2413	10978	2664
2414	10983	2660
2415	10987	2655
2416	10991	2651
2417	10996	2646
2418	11001	2642
2419	11006	2637
2420	11010	2633
2421	11014	2628
2422	11019	2624
2423	11024	2619
2424	11029	2615
2425	11033	2610
2426	11038	2606
2427	11042	2601
2428	11046	2596
2429	11051	2592
2430	11055	2587
2431	11060	2583
2432	11063	2578
2433	11068	2573
2434	11072	2569
2435	11077	2564
2436	11081	2560
2437	11086	2555
2438	11090	2550
2439	11095	2546
2440	11100	2542
2441	11104	2537
2442	11109	2533
2443	11114	2528
2444	11119	2524
2445	11123	2519
2446	11128	2514
2447	11132	2510
2448	11136	2505
2449	11140	2500
2450	11145	2496
2451	11152	2492
2452	11157	2488
2453	11162	2483
2454	11167	2479
2455	11172	2474
2456	11176	2470
2457	11182	2465
2458	11187	2461
2459	11191	2456
2460	11196	2452
2461	11200	2447
2462	11205	2443
2463	11209	2438
2464	11215	2434
2465	11221	2429
2466	11228	2425
2467	11232	2421
2468	11237	2416
2469	11241	2412
2470	11246	2407
2471	11251	2403
2472	11256	2398
2473	11261	2394
2474	11266	2389
2475	11271	2385
2476	11276	2380
2477	11281	2376
2478	11285	2371
2479	11292	2367
2480	11298	2363
2481	11303	2358
2482	11308	2354
2483	11313	2350
2484	11318	2345
2485	11323	2341
2486	11328	2336
2487	11334	2332
2488	11338	2327
2489	11347	2324
2490	11351	2319
2491	11356	2315
2492	11360	2310
2493	11364	2305
2494	11369	2301
2495	11374	2296
2496	11378	2292
2497	11382	2287
2498	11387	2282
2499	11392	2278
2500	11397	2274
2501	11402	2269
2502	11407	2265
2503	11411	2260
2504	11416	2255
2505	11420	2251
2506	11425	2246
2507	11430	2242
2508	11435	2237
2509	11438	2233
2510	11442	2228
2511	11446	2223
2512	11450	2219
2513	11455	2214
2514	11460	2210
2515	11465	2205
2516	11470	2201
2517	11474	2196
2518	11479	2191
2519	11483	2187
2520	11488	2182
2521	11493	2178
2522	11497	2173
2523	11502	2169
2524	11507	2164
2525	11511	2160
2526	11516	2155
2527	11521	2151
2528	11526	2146
2529	11530	2142
2530	11535	2137
2531	11539	2132
2532	11544	2128
2533	11548	2123
2534	11552	2119
2535	11557	2114
2536	11561	2109
2537	11565	2105
2538	11570	2100
2539	11574	2096
2540	11578	2091
2541	11583	2087
2542	11587	2082
2543	11592	2077
2544	11597	2073
2545	11602	2068
2546	11606	2064
2547	11610	2059
2548	11615	2055
2549	11620	2050
2550	11625	2046
2551	11629	2041
2552	11634	2037
2553	11639	2032
2554	11644	2028
2555	11649	2023
2556	11653	2019
2557	11659	2014
2558	11663	2010
2559	11668	2005
2560	11674	2001
2561	11679	1996
2562	11683	1992
2563	11688	1987
2564	11693	1983
2565	11698	1978
2566	11703	1974
2567	11709	1969
2568	11713	1965
2569	11718	1960
2570	11722	1956
2571	11727	1951
2572	11732	1947
2573	11737	1942
2574	11742	1938
2575	11747	1933
2576	11753	1929
2577	11759	1924
2578	11764	1920
2579	11769	1915
2580	11774	1911
2581	11779	1907
2582	11784	1902
2583	11789	1898
2584	11794	1893
2585	11798	1888
2586	11803	1884
2587	11810	1880
2588	11814	1875
2589	11818	1870
2590	11823	1866
2591	11828	1861
2592	11832	1857
2593	11837	1852
2594	11842	1848
2595	11846	1843
2596	11850	1838
2597	11853	1834
2598	11858	1829
2599	11863	1825
2600	11867	1820
2601	11873	1816
2602	11877	1811
2603	11881	1806
2604	11886	1802
2605	11891	1797
2606	11895	1793
2607	11899	1788
2608	11903	1783
2609	11908	1779
2610	11912	1774
2611	11917	1770
2612	11922	1765
2613	11926	1761
2614	11931	1756
2615	11936	1752
2616	11941	1747
2617	11946	1743
2618	11951	1738
2619	11957	1734
2620	11960	1729
2621	11965	1725
2622	11969	1720
2623	11974	1715
2624	11978	1711
2625	11983	1706
2626	11986	1701
2627	11990	1697
2628	11994	1692
2629	11999	1688
2630	12005	1683
2631	12010	1679
2632	12013	1674
2633	12018	1669
2634	12022	1665
2635	12027	1660
2636	12031	1656
2637	12036	1651
2638	12040	1647
2639	12045	1642
2640	12050	1638
2641	12054	1633
2642	12059	1628
2643	12063	1624
2644	12067	1619
2645	12072	1615
2646	12077	1610
2647	12081	1606
2648	12086	1601
2649	12091	1596
2650	12095	1592
2651	12099	1587
2652	12103	1583
2653	12108	1578
2654	12112	1573
2655	12118	1569
2656	12122	1564
2657	12127	1560
2658	12132	1555
2659	12137	1551
2660	12141	1546
2661	12145	1542
2662	12151	1537
2663	12156	1533
2664	12160	1528
2665	12164	1523
2666	12169	1519
2667	12174	1514
2668	12179	1510
2669	12184	1505
2670	12189	1501
2671	12194	1496
2672	12199	1492
2673	12204	1487
2674	12210	1483
2675	12215	1478
2676	12219	1474
2677	12224	1469
2678	12229	1465
2679	12234	1460
2680	12239	1456
2681	12242	1451
2682	12247	1447
2683	12252	1442
2684	12257	1438
2685	12262	1433
2686	12267	1428
2687	12271	1424
2688	12276	1419
2689	12281	1415
2690	12287	1410
2691	12292	1406
2692	12297	1401
2693	12302	1397
2694	12308	1393
2695	12313	1388
2696	12318	1383
2697	12322	1379
2698	12327	1374
2699	12332	1370
2700	12337	1365
2701	12341	1361
2702	12346	1356
2703	12350	1351
2704	12355	1347
2705	12359	1342
2706	12364	1338
2707	12368	1333
2708	12373	1329
2709	12377	1324
2710	12382	1319
2711	12386	1315
2712	12391	1310
2713	12396	1306
2714	12401	1301
2715	12406	1297
2716	12411	1292
2717	12416	1288
2718	12420	1283
2719	12424	1279
2720	12429	1274
2721	12433	1269
2722	12437	1265
2723	12441	1260
2724	12446	1256
2725	12450	1251
2726	12455	1246
2727	12459	1242
2728	12465	1237
2729	12469	1233
2730	12474	1228
2731	12479	1224
2732	12484	1219
2733	12488	1215
2734	12492	1210
2735	12497	1205
2736	12501	1201
2737	12507	1196
2738	12512	1192
2739	12516	1187
2740	12520	1183
2741	12525	1178
2742	12530	1174
2743	12535	1169
2744	12539	1164
2745	12543	1160
2746	12548	1155
2747	12552	1151
2748	12556	1146
2749	12561	1141
2750	12566	1137
2751	12570	1132
2752	12575	1128
2753	12580	1123
2754	12584	1119
2755	12588	1114
2756	12593	1109
2757	12597	1105
2758	12602	1100
2759	12607	1096
2760	12612	1091
2761	12616	1087
2762	12620	1082
2763	12625	1078
2764	12629	1073
2765	12634	1068
2766	12638	1064
2767	12643	1059
2768	12648	1055
2769	12657	1050
2770	12663	1046
2771	12670	1042
2772	12675	1037
2773	12680	1033
2774	12686	1028
2775	12690	1023
2776	12694	1019
2777	12699	1014
2778	12704	1010
2779	12709	1005
2780	12714	1001
2781	12718	996
2782	12723	992
2783	12728	987
2784	12733	983
2785	12738	978
2786	12742	973
2787	12747	969
2788	12752	964
2789	12756	960
2790	12761	955
2791	12766	951
2792	12770	946
2793	12776	941
2794	12780	937
2795	12786	932
2796	12789	928
2797	12794	923
2798	12799	919
2799	12804	914
2800	12808	909
2801	12812	905
2802	12817	900
2803	12821	896
2804	12826	891
2805	12831	887
2806	12836	882
2807	12841	878
2808	12845	873
2809	12851	868
2810	12856	864
2811	12861	859
2812	12866	855
2813	12870	850
2814	12876	846
2815	12882	841
2816	12887	837
2817	12892	832
2818	12897	828
2819	12901	823
2820	12907	819
2821	12911	814
2822	12916	809
2823	12921	805
2824	12926	800
2825	12931	796
2826	12935	791
2827	12940	787
2828	12946	782
2829	12950	777
2830	12955	773
2831	12959	768
2832	12964	764
2833	12968	759
2834	12973	755
2835	12978	750
2836	12982	745
2837	12987	741
2838	12992	736
2839	12996	732
2840	13001	727
2841	13007	723
2842	13012	718
2843	13016	713
2844	13020	709
2845	13024	704
2846	13029	700
2847	13033	695
2848	13037	691
2849	13042	686
2850	13046	681
2851	13051	677
2852	13056	672
2853	13060	668
2854	13064	663
2855	13069	658
2856	13074	654
2857	13079	649
2858	13084	645
2859	13089	640
2860	13093	636
2861	13096	631
2862	13102	626
2863	13106	622
2864	13111	617
2865	13115	613
2866	13126	608
2867	13131	604
2868	13137	599
2869	13142	595
2870	13146	590
2871	13152	586
2872	13157	581
2873	13161	577
2874	13166	572
2875	13171	567
2876	13176	563
2877	13181	558
2878	13185	554
2879	13190	549
2880	13195	545
2881	13200	540
2882	13206	535
2883	13211	531
2884	13216	526
2885	13220	522
2886	13225	517
2887	13229	513
2888	13234	508
2889	13238	503
2890	13243	499
2891	13248	494
2892	13254	490
2893	13259	485
2894	13263	481
2895	13268	476
2896	13273	471
2897	13279	467
2898	13284	462
2899	13288	458
2900	13293	453
2901	13298	449
2902	13304	444
2903	13307	439
2904	13313	435
2905	13318	430
2906	13322	426
2907	13327	421
2908	13332	417
2909	13337	412
2910	13342	407
2911	13347	403
2912	13353	398
2913	13357	394
2914	13362	389
2915	13367	385
2916	13371	380
2917	13376	375
2918	13381	371
2919	13385	366
2920	13389	362
2921	13394	357
2922	13400	352
2923	13404	348
2924	13407	343
2925	13411	339
2926	13416	334
2927	13419	329
2928	13424	325
2929	13429	320
2930	13434	316
2931	13440	311
2932	13444	307
2933	13449	302
2934	13454	297
2935	13459	293
2936	13464	288
2937	13468	284
2938	13472	279
2939	13477	275
2940	13483	270
2941	13487	265
2942	13491	261
2943	13496	256
2944	13501	252
2945	13506	247
2946	13510	242
2947	13515	238
2948	13520	233
2949	13525	229
2950	13529	224
2951	13534	220
2952	13538	215
2953	13543	210
2954	13547	206
2955	13552	201
2956	13557	197
2957	13562	192
2958	13567	187
2959	13571	183
2960	13575	178
2961	13580	174
2962	13585	169
2963	13589	165
2964	13593	160
2965	13598	155
2966	13603	151
2967	13607	146
2968	13613	142
2969	13617	137
2970	13621	132
2971	13626	128
2972	13631	123
2973	13635	119
2974	13640	114
2975	13644	110
2976	13650	105
2977	13655	100
2978	13661	96
2979	13666	91
2980	13671	87
2981	13677	82
2982	13682	77
2983	13687	73
2984	13692	68
2985	13697	64
2986	13702	59
2987	13707	55
2988	13713	50
2989	13717	45
2990	13721	41
2991	13727	36
2992	13732	32
2993	13736	27
2994	13741	22
2995	13747	18
2996	13752	13
2997	13757	9
2998	13762	4
2999	13767	0
