iter	RMSE
340	172638.5132
341	172491.7988
342	172444.3795
343	172338.6437
344	172216.202
345	172046.855
346	171896.0556
347	171855.4379
348	171764.8552
349	171683.9798
350	171563.5944
351	171520.8973
352	171303.2038
353	171036.7193
354	170989.2529
355	170864.2399
356	170615.5658
357	170563.3815
358	170510.9072
359	170475.3028
360	170249.1428
361	170081.8991
362	170015.9668
363	169974.878
364	169931.8403
365	169862.8965
366	169837.6208
367	169677.5261
368	169495.5823
369	169298.4997
370	169286.4089
371	169228.1951
372	169182.969
373	169082.1293
374	169004.7292
375	168935.6793
376	168831.4422
377	168774.3587
378	168656.6938
379	168569.626
380	168483.4545
381	168333.5672
382	168272.8127
383	168065.5837
384	168008.7084
385	167950.0765
386	167921.3475
387	167856.5784
388	167667.4681
389	167646.6422
390	167466.2972
391	167364.3793
392	167294.2396
393	167103.3911
394	167017.6548
395	166962.3678
396	166891.6179
397	166750.9699
398	166709.6173
399	166672.696
400	166618.9733
401	166580.1055
402	166546.4655
403	166392.0673
404	166287.9087
405	166200.3724
406	166099.0234
407	166077.2799
408	166034.6927
409	165979.6787
410	165869.3693
411	165799.4312
412	165758.9448
413	165696.2064
414	165688.0988
415	165675.1799
416	165430.135
417	165378.5741
418	165329.8033
419	165305.8598
420	165274.7151
421	165186.9887
422	165165.457
423	165061.0523
424	165029.3872
425	164973.6671
426	164913.6141
427	164886.0965
428	164816.7323
429	164782.9581
430	164734.0257
431	164666.4442
432	164499.159
433	164459.8907
434	164298.9019
435	164251.9462
436	164237.1938
437	164160.7413
438	164109.9503
439	164046.5971
440	163946.1284
441	163834.432
442	163683.3348
443	163639.2246
444	163566.3878
445	163555.3673
446	163411.5208
447	163351.4097
448	163250.0024
449	163225.6102
450	163220.096
451	163097.3611
452	163041.0878
453	162962.8187
454	162941.4839
455	162827.2959
456	162797.415
457	162754.5803
458	162694.1959
459	162655.2852
460	162559.1212
461	162521.4119
462	162371.1791
463	162142.8783
464	162060.7149
465	161994.337
466	161979.735
467	161932.7475
468	161904.9165
469	161835.1591
470	161802.9141
471	161788.0944
472	161730.8928
473	161699.6074
474	161663.1667
475	161611.9427
476	161546.4495
477	161483.9585
478	161447.7534
479	161389.7263
480	161333.4133
481	161260.3993
482	161099.4601
483	161069.6721
484	161061.7286
485	160997.4107
486	160941.6302
487	160828.8163
488	160710.3124
489	160619.0243
490	160600.807
491	160458.9427
492	160382.279
493	160356.5059
494	160280.2799
495	160081.9403
496	160039.5108
497	160010.8034
498	159927.272
499	159836.0423
500	159806.8037
501	159735.9503
502	159633.4682
503	159536.1483
504	159447.5872
505	159317.2333
506	159238.917
507	159226.836
508	159202.9172
509	159152.7895
510	158934.7226
511	158898.0055
512	158847.0354
513	158749.8692
514	158629.3186
515	158472.2724
516	158416.5991
517	158385.4464
518	158212.8654
519	158159.2916
520	158049.6714
521	158002.8557
522	157970.3557
523	157864.3269
524	157771.5536
525	157692.5746
526	157469.6015
527	157357.1132
528	157269.4543
529	157169.3239
530	157088.5187
531	157071.0358
532	156933.1337
533	156836.3602
534	156794.5059
535	156761.363
536	156682.5891
537	156670.374
538	156637.0683
539	156561.2094
540	156494.3931
541	156411.3496
542	156305.5203
543	156203.9715
544	156097.9723
545	156054.1327
546	155848.3435
547	155784.3744
548	155732.8401
549	155689.6467
550	155616.6114
551	155575.8038
552	155374.0714
553	155327.5079
554	155253.92
555	155055.8056
556	154963.887
557	154865.3582
558	154744.4752
559	154630.5441
560	154584.1676
561	154556.2234
562	154437.4275
563	154391.5525
564	154391.0572
565	154352.1929
566	154145.0259
567	154121.8332
568	154058.0268
569	153923.1868
570	153854.6166
571	153770.843
572	153596.6199
573	153541.2838
574	153436.2834
575	153428.8988
576	153354.8923
577	153338.8286
578	153233.4269
579	153160.9966
580	153100.6689
581	153031.9475
582	152952.2463
583	152869.3923
584	152724.9668
585	152703.2503
586	152597.4435
587	152500.0226
588	152492.9771
589	152453.8455
590	152415.0821
591	152320.3958
592	152198.7859
593	152158.2295
594	152105.7603
595	152023.0188
596	151984.469
597	151933.6358
598	151905.9906
599	151893.0799
600	151705.2131
601	151684.3984
602	151639.0427
603	151519.1768
604	151455.0177
605	151409.5158
606	151376.2972
607	151343.8413
608	151330.722
609	151281.3262
610	151231.0371
611	151151.2607
612	151120.0557
613	151097.7321
614	151068.4217
615	151034.3592
616	150999.0319
617	150835.5314
618	150730.8737
619	150687.0345
620	150519.1018
621	150499.1679
622	150479.3164
623	150452.9003
624	150394.6503
625	150353.843
626	150328.9799
627	150317.528
628	150291.6976
629	150212.8877
630	150124.9542
631	150074.4239
632	150056.1212
633	149974.9235
634	149906.3774
635	149806.4596
636	149726.1678
637	149662.4325
638	149606.8457
639	149522.3667
640	149438.9369
641	149345.3361
642	149303.0789
643	149226.0248
644	149205.1624
645	149130.9043
646	149062.3599
647	148989.8341
648	148909.5477
649	148770.0515
650	148732.7001
651	148678.9526
652	148647.5068
653	148574.2031
654	148533.3162
655	148462.494
656	148347.3497
657	148334.8158
658	148220.6815
659	148206.9638
660	148179.6099
661	148159.9881
662	148147.262
663	148084.0859
664	148071.0878
665	147976.4361
666	147941.0485
667	147861.2768
668	147810.4342
669	147747.9929
670	147706.5752
671	147691.226
672	147523.7607
673	147372.8818
674	147232.2015
675	147203.3062
676	147177.7864
677	147167.4265
678	147083.6405
679	146953.4887
680	146839.3298
681	146792.1288
682	146750.9355
683	146677.9107
684	146601.0359
685	146565.4101
686	146499.3278
687	146460.6173
688	146431.4917
689	146391.7068
690	146380.2975
691	146363.6577
692	146301.9619
693	146276.0047
694	146220.4028
695	146164.3544
696	146138.4062
697	146051.9941
698	146002.7954
699	145978.6997
700	145955.4996
701	145931.7731
702	145868.5447
703	145834.102
704	145783.6906
705	145743.8764
706	145668.381
707	145654.3807
708	145584.3001
709	145451.0726
710	145406.3525
711	145383.979
712	145347.3923
713	145267.1937
714	145248.0652
715	145208.8734
716	145094.8192
717	145072.9898
718	145027.7345
719	144963.0726
720	144931.2016
721	144921.5158
722	144891.3804
723	144875.3101
724	144819.48
725	144805.5032
726	144660.0074
727	144609.9853
728	144513.6229
729	144454.5432
730	144424.3532
731	144409.6678
732	144392.2774
733	144358.1805
734	144348.6031
735	144326.522
736	144288.9303
737	144219.1597
738	144199.1713
739	144193.4407
740	144181.0694
741	144151.8832
742	144084.7706
743	144064.6685
744	144030.3296
745	143988.6129
746	143980.5966
747	143933.0812
748	143889.6266
749	143801.5052
750	143785.1964
751	143750.3454
752	143630.6742
753	143572.9038
754	143527.4205
755	143486.8142
756	143464.7924
757	143443.8151
758	143370.3426
759	143351.9287
760	143316.9907
761	143221.7973
762	143207.7832
763	143186.1181
764	143108.5642
765	143098.5074
766	143029.2812
767	142993.588
768	142928.4187
769	142787.4466
770	142764.5336
771	142668.0924
772	142610.7659
773	142586.1619
774	142557.5784
775	142533.386
776	142520.2183
777	142503.4203
778	142441.9424
779	142422.1227
780	142409.8645
781	142281.2733
782	142226.6862
783	142203.9812
784	142095.4889
785	142066.4601
786	142020.0459
787	142003.3448
788	141943.9073
789	141824.551
790	141801.7163
791	141712.4105
792	141655.2427
793	141605.9015
794	141551.8634
795	141544.5813
796	141534.7856
797	141495.7732
798	141473.3977
799	141436.7834
800	141373.141
801	141336.424
802	141310.8362
803	141285.6552
804	141182.8465
805	141154.0979
806	141069.7812
807	140997.8512
808	140964.3091
809	140938.0792
810	140848.9429
811	140792.1557
812	140760.6708
813	140705.4965
814	140655.0162
815	140620.4554
816	140594.8622
817	140587.0321
818	140536.2445
819	140401.0283
820	140379.6777
821	140336.251
822	140331.0518
823	140299.3028
824	140266.7763
825	140208.9739
826	140202.4148
827	140152.9577
828	140113.2994
829	140066.6662
830	139968.2281
831	139956.6444
832	139819.0819
833	139788.5539
834	139738.6451
835	139665.4706
836	139617.3622
837	139558.3167
838	139502.6394
839	139466.9087
840	139438.961
841	139385.1122
842	139352.4022
843	139345.4291
844	139329.7218
845	139228.2339
846	139185.8757
847	139117.496
848	139090.7333
849	139068.2382
850	139043.4822
851	139009.1337
852	138989.0007
853	138938.9676
854	138918.9781
855	138877.3257
856	138870.2944
857	138851.9346
858	138834.4083
859	138804.3795
860	138786.6835
861	138762.2455
862	138710.9306
863	138635.1831
864	138622.5149
865	138602.3664
866	138568.5114
867	138513.6417
868	138460.8703
869	138440.0419
870	138414.202
871	138391.6552
872	138361.6253
873	138354.8298
874	138313.021
875	138278.8699
876	138264.7464
877	138239.9728
878	138193.967
879	138137.8629
880	138035.2718
881	137978.259
882	137949.9279
883	137920.7979
884	137891.7433
885	137826.8087
886	137795.0389
887	137764.0701
888	137748.7884
889	137707.3961
890	137640.6692
891	137606.9978
892	137585.2813
893	137566.8249
894	137554.4038
895	137507.0113
896	137411.7073
897	137375.7761
898	137358.2629
899	137350.7683
900	137260.2323
901	137202.8706
902	137198.1904
903	137179.5536
904	137150.6065
905	137009.7248
906	136914.4591
907	136873.8642
908	136867.0146
909	136806.6646
910	136727.7457
911	136661.8156
912	136565.4984
913	136507.0722
914	136472.0414
915	136440.1074
916	136403.3999
917	136399.0624
918	136382.6391
919	136334.601
920	136287.2367
921	136246.8075
922	136192.3094
923	136145.2082
924	136137.6206
925	136120.9143
926	136115.4249
927	136066.1868
928	135943.9226
929	135918.7027
930	135862.2827
931	135776.5564
932	135749.0562
933	135638.0195
934	135624.4684
935	135557.7684
936	135551.7788
937	135539.083
938	135514.2142
939	135496.2218
940	135464.3999
941	135417.812
942	135372.8304
943	135355.2748
944	135274.1127
945	135242.2383
946	135217.2429
947	135165.5396
948	135143.8668
949	135073.5459
950	135043.3185
951	135017.4853
952	134938.5156
953	134834.3892
954	134801.5595
955	134786.9162
956	134706.3043
957	134647.3836
958	134620.3179
959	134578.0105
960	134528.5248
961	134515.5369
962	134507.9634
963	134445.076
964	134426.4686
965	134342.6833
966	134289.0101
967	134265.2148
968	134249.0769
969	134230.4531
970	134209.7017
971	134185.3309
972	134099.679
973	134029.7717
974	133980.7286
975	133948.9915
976	133861.8172
977	133776.1257
978	133711.0187
979	133676.864
980	133654.7773
981	133611.5175
982	133562.3686
983	133530.9538
984	133502.955
985	133469.6598
986	133441.7375
987	133428.0701
988	133421.1044
989	133384.8498
990	133339.7689
991	133279.9493
992	133260.1797
993	133250.136
994	133232.9893
995	133217.2044
996	133188.0609
997	133169.6928
998	133151.3824
999	133135.881
1000	133085.4818
1001	133045.0627
1002	133034.7009
1003	133006.6485
1004	132978.8491
1005	132953.2113
1006	132939.0103
1007	132926.9437
1008	132896.8468
1009	132871.129
1010	132852.6593
1011	132815.3365
1012	132770.7628
1013	132763.5476
1014	132711.978
1015	132632.3005
1016	132615.1052
1017	132565.3282
1018	132545.7626
1019	132491.1897
1020	132465.0386
1021	132440.2008
1022	132413.6826
1023	132354.3492
1024	132329.7967
1025	132302.4043
1026	132286.033
1027	132139.0804
1028	132133.6135
1029	132109.5762
1030	132030.7584
1031	132018.6479
1032	131978.1186
1033	131962.9324
1034	131948.8481
1035	131892.7114
1036	131860.3385
1037	131753.6498
1038	131738.8183
1039	131683.1556
1040	131606.5711
1041	131586.6936
1042	131568.4833
1043	131522.7085
1044	131491.9122
1045	131431.4613
1046	131409.4783
1047	131402.8232
1048	131389.4881
1049	131319.9346
1050	131309.515
1051	131276.8059
1052	131242.7801
1053	131231.2422
1054	131211.5731
1055	131171.8485
1056	131164.1162
1057	131146.9788
1058	131112.3672
1059	131038.6453
1060	131028.4183
1061	131023.1734
1062	131004.8818
1063	130988.5193
1064	130982.0675
1065	130964.9297
1066	130944.1547
1067	130869.777
1068	130859.2167
1069	130795.2008
1070	130767.6603
1071	130702.7415
1072	130645.097
1073	130613.4635
1074	130599.1724
1075	130593.5197
1076	130548.9325
1077	130515.7154
1078	130453.3665
1079	130401.587
1080	130387.5024
1081	130324.129
1082	130262.132
1083	130216.1609
1084	130178.3791
1085	130105.3055
1086	130086.4545
1087	130018.815
1088	129946.299
1089	129881.4978
1090	129869.5495
1091	129848.5311
1092	129802.3745
1093	129774.0598
1094	129769.9971
1095	129753.8157
1096	129729.6396
1097	129725.4464
1098	129653.2773
1099	129619.0241
1100	129576.5427
1101	129534.9948
1102	129512.7408
1103	129479.0966
1104	129415.2811
1105	129373.1434
1106	129364.7696
1107	129304.2022
1108	129268.1548
1109	129202.317
1110	129185.5891
1111	129142.5346
1112	129117.3536
1113	129099.9376
1114	129050.8128
1115	129035.35
1116	128990.9555
1117	128986.2764
1118	128957.876
1119	128927.8568
1120	128880.86
1121	128872.9773
1122	128830.7215
1123	128772.774
1124	128743.0655
1125	128692.3783
1126	128672.5888
1127	128648.6246
1128	128605.9727
1129	128553.065
1130	128535.4904
1131	128483.8336
1132	128446.3805
1133	128422.8273
1134	128412.7755
1135	128381.9075
1136	128352.5191
1137	128314.18
1138	128297.2993
1139	128247.2961
1140	128235.9944
1141	128200.414
1142	128193.8791
1143	128170.7233
1144	128131.2843
1145	128101.2046
1146	128069.2187
1147	128062.1863
1148	128038.1237
1149	128032.0261
1150	127996.8816
1151	127986.1461
1152	127966.0453
1153	127898.9374
1154	127838.0959
1155	127809.5485
1156	127777.5885
1157	127740.2353
1158	127673.8985
1159	127509.2391
1160	127466.0973
1161	127428.5519
1162	127408.6407
1163	127394.9195
1164	127371.1491
1165	127354.2341
1166	127340.6089
1167	127322.6186
1168	127314.4547
1169	127304.8977
1170	127278.9466
1171	127257.1652
1172	127239.9314
1173	127209.8849
1174	127162.6641
1175	127138.2405
1176	127128.2125
1177	127074.3262
1178	127012.7096
1179	127003.3001
1180	126964.1905
1181	126926.2194
1182	126878.5762
1183	126864.5315
1184	126827.4399
1185	126819.3392
1186	126765.5791
1187	126739.5759
1188	126707.2579
1189	126647.5573
1190	126608.7239
1191	126573.2352
1192	126519.6989
1193	126480.0022
1194	126455.8654
1195	126453.3921
1196	126416.1992
1197	126382.347
1198	126331.6944
1199	126261.5853
1200	126253.741
1201	126237.2058
1202	126178.4318
1203	126137.1922
1204	126111.5973
1205	126102.8158
1206	126066.6173
1207	126053.1853
1208	126039.8865
1209	126030.5206
1210	126001.1126
1211	125950.4387
1212	125904.2821
1213	125854.3122
1214	125801.7659
1215	125774.4147
1216	125725.0663
1217	125672.7058
1218	125654.3554
1219	125645.2826
1220	125623.6811
1221	125599.5885
1222	125572.0952
1223	125412.6034
1224	125381.6072
1225	125365.2404
1226	125336.3273
1227	125297.1713
1228	125281.2275
1229	125235.3607
1230	125212.1248
1231	125202.6709
1232	125123.9498
1233	125105.7873
1234	125083.5761
1235	125049.292
1236	124999.423
1237	124972.4448
1238	124941.2391
1239	124904.214
1240	124885.2167
1241	124861.3714
1242	124825.2756
1243	124756.1308
1244	124747.6423
1245	124710.5358
1246	124650.4435
1247	124632.5491
1248	124605.0336
1249	124581.1872
1250	124551.1549
1251	124545.215
1252	124489.5854
1253	124439.4982
1254	124395.1256
1255	124374.1365
1256	124350.4336
1257	124335.7124
1258	124316.2646
1259	124305.608
1260	124284.7131
1261	124242.9908
1262	124195.6517
1263	124174.6595
1264	124128.9806
1265	124087.6826
1266	124077.6483
1267	124055.5783
1268	124036.8815
1269	123987.7943
1270	123965.361
1271	123918.5117
1272	123899.7894
1273	123883.7098
1274	123856.4088
1275	123807.8126
1276	123778.6049
1277	123753.361
1278	123689.7031
1279	123663.2535
1280	123651.8164
1281	123624.9902
1282	123612.815
1283	123575.2505
1284	123478.9602
1285	123447.3075
1286	123431.6507
1287	123404.3785
1288	123386.8327
1289	123365.4005
1290	123321.603
1291	123314.8904
1292	123298.3611
1293	123282.0596
1294	123259.7451
1295	123227.1861
1296	123209.2032
1297	123190.4278
1298	123141.8858
1299	123087.6182
1300	123066.7109
1301	123052.5925
1302	123025.0755
1303	122991.4626
1304	122955.8216
1305	122930.814
1306	122896.7278
1307	122834.1187
1308	122816.6341
1309	122799.4537
1310	122787.0492
1311	122743.6351
1312	122710.6132
1313	122662.5398
1314	122615.2984
1315	122595.4468
1316	122584.0962
1317	122548.637
1318	122527.1509
1319	122514.5549
1320	122455.7198
1321	122440.1015
1322	122408.3866
1323	122404.6576
1324	122368.6552
1325	122360.1833
1326	122320.6792
1327	122302.1333
1328	122281.8374
1329	122244.5342
1330	122209.8425
1331	122172.9892
1332	122156.1321
1333	122110.1414
1334	122095.4288
1335	122077.6274
1336	122039.4876
1337	122033.2185
1338	122018.6885
1339	122005.4275
1340	121952.2789
1341	121927.6306
1342	121867.6131
1343	121852.4359
1344	121844.4037
1345	121816.0834
1346	121763.0573
1347	121700.6257
1348	121666.7658
1349	121639.7753
1350	121611.5835
1351	121564.384
1352	121552.9273
1353	121504.7238
1354	121487.601
1355	121445.9224
1356	121395.2905
1357	121374.3592
1358	121367.9408
1359	121324.3233
1360	121309.0551
1361	121270.3681
1362	121223.6904
1363	121207.1412
1364	121200.3372
1365	121158.218
1366	121139.2608
1367	121103.3615
1368	121082.7233
1369	121052.1254
1370	121044.9339
1371	121018.3763
1372	120962.697
1373	120949.4595
1374	120921.3747
1375	120902.8755
1376	120892.0149
1377	120846.2127
1378	120807.4922
1379	120768.2002
1380	120709.7107
1381	120677.0991
1382	120640.9543
1383	120632.1224
1384	120626.198
1385	120609.5902
1386	120581.7431
1387	120569.9719
1388	120474.5373
1389	120458.8854
1390	120438.9104
1391	120420.5835
1392	120388.5454
1393	120370.2587
1394	120352.8006
1395	120334.384
1396	120309.4779
1397	120263.382
1398	120211.2123
1399	120184.4578
1400	120142.3817
1401	120100.5652
1402	120088.8022
1403	120075.1566
1404	120052.0677
1405	120028.9256
1406	120020.8742
1407	120002.1816
1408	119940.1603
1409	119904.3709
1410	119862.3391
1411	119820.9061
1412	119770.4844
1413	119734.771
1414	119724.0095
1415	119720.5367
1416	119691.0199
1417	119656.3247
1418	119624.5934
1419	119579.104
1420	119552.0953
1421	119483.5398
1422	119473.2589
1423	119467.1579
1424	119458.3502
1425	119454.9273
1426	119453.4332
1427	119433.0269
1428	119424.1467
1429	119408.6613
1430	119398.3625
1431	119355.2305
1432	119318.3459
1433	119298.2848
1434	119270.9278
1435	119237.9645
1436	119208.1372
1437	119195.4388
1438	119178.3043
1439	119167.7276
1440	119122.232
1441	119082.5631
1442	119069.5743
1443	119043.2276
1444	119016.0176
1445	118987.9223
1446	118899.8731
1447	118886.9767
1448	118852.7685
1449	118831.8782
1450	118795.0293
1451	118776.2819
1452	118772.6331
1453	118729.2524
1454	118707.4696
1455	118682.0655
1456	118649.4558
1457	118632.3831
1458	118610.9167
1459	118591.8159
1460	118564.5718
1461	118534.4691
1462	118524.6706
1463	118499.9935
1464	118479.3956
1465	118461.8528
1466	118447.1005
1467	118437.2233
1468	118403.1181
1469	118390.1735
1470	118377.9672
1471	118354.7502
1472	118326.4895
1473	118314.2504
1474	118308.4264
1475	118274.7992
1476	118227.6383
1477	118220.3275
1478	118216.2517
1479	118151.4408
1480	118128.1148
1481	118096.4771
1482	118079.0994
1483	118019.3599
1484	118007.2143
1485	117974.4112
1486	117935.9899
1487	117928.9014
1488	117901.9976
1489	117869.1275
1490	117840.3546
1491	117810.1206
1492	117768.3601
1493	117764.1112
1494	117755.9842
1495	117746.7193
1496	117740.5344
1497	117729.8669
1498	117636.7666
1499	117628.4988
1500	117625.2078
1501	117618.1511
1502	117598.6983
1503	117564.4285
1504	117552.7265
1505	117524.9547
1506	117503.0233
1507	117493.8105
1508	117475.0803
1509	117460.7906
1510	117421.2981
1511	117383.774
1512	117367.6081
1513	117359.9923
1514	117346.8952
1515	117326.1424
1516	117301.174
1517	117270.4177
1518	117216.5776
1519	117194.3737
1520	117165.8511
1521	117127.7238
1522	117107.9671
1523	117072.7556
1524	117034.9734
1525	117031.4038
1526	116953.43
1527	116900.7135
1528	116893.2101
1529	116877.8942
1530	116853.601
1531	116797.0861
1532	116759.2006
1533	116739.918
1534	116700.0659
1535	116643.4045
1536	116631.4123
1537	116616.4702
1538	116600.6404
1539	116595.041
1540	116567.0815
1541	116545.915
1542	116499.6832
1543	116480.7349
1544	116436.3956
1545	116407.6187
1546	116376.4476
1547	116348.8467
1548	116343.5999
1549	116293.486
1550	116274.7939
1551	116266.9201
1552	116239.4511
1553	116213.9937
1554	116196.2294
1555	116176.0359
1556	116154.4119
1557	116140.9674
1558	116122.9762
1559	116087.5023
1560	116062.3016
1561	115989.4075
1562	115984.4014
1563	115944.2788
1564	115889.5874
1565	115844.0629
1566	115819.2701
1567	115747.0909
1568	115736.0008
1569	115719.3704
1570	115695.9373
1571	115668.7737
1572	115660.6399
1573	115653.757
1574	115647.3227
1575	115596.0878
1576	115560.4688
1577	115534.2952
1578	115509.9123
1579	115474.5816
1580	115439.8175
1581	115429.9336
1582	115399.8594
1583	115388.9522
1584	115371.0986
1585	115350.5079
1586	115346.9569
1587	115340.9976
1588	115271.4078
1589	115250.7269
1590	115244.8747
1591	115221.7106
1592	115197.9154
1593	115184.352
1594	115139.503
1595	115124.9645
1596	115089.254
1597	115065.0463
1598	115034.525
1599	115007.3705
1600	114988.5023
1601	114963.5444
1602	114925.8539
1603	114911.1659
1604	114901.6997
1605	114873.9554
1606	114848.873
1607	114828.1883
1608	114816.0818
1609	114775.5459
1610	114753.6065
1611	114734.4812
1612	114717.4441
1613	114693.4201
1614	114667.2172
1615	114615.0607
1616	114586.5007
1617	114548.4508
1618	114496.1731
1619	114485.9355
1620	114472.5552
1621	114428.3813
1622	114413.7273
1623	114386.468
1624	114345.4557
1625	114293.2257
1626	114277.628
1627	114249.0589
1628	114222.5196
1629	114210.1818
1630	114196.7793
1631	114188.4555
1632	114170.7126
1633	114123.6954
1634	114115.8477
1635	114094.7206
1636	114069.6847
1637	114021.5091
1638	114000.1209
1639	113987.0851
1640	113947.1593
1641	113907.3517
1642	113866.3824
1643	113837.6352
1644	113825.0584
1645	113809.8879
1646	113805.5523
1647	113785.8392
1648	113757.9281
1649	113710.8858
1650	113696.2335
1651	113670.047
1652	113612.6739
1653	113604.1263
1654	113583.9477
1655	113576.2756
1656	113521.5303
1657	113504.0258
1658	113446.029
1659	113403.8518
1660	113388.8055
1661	113370.8241
1662	113363.6608
1663	113338.3385
1664	113310.5015
1665	113279.7248
1666	113263.7817
1667	113232.5298
1668	113226.651
1669	113177.2983
1670	113141.182
1671	113118.0688
1672	113088.6513
1673	113037.4088
1674	113009.8526
1675	112982.1275
1676	112974.1708
1677	112936.0874
1678	112920.1386
1679	112914.3749
1680	112893.0239
1681	112883.8697
1682	112865.0718
