iter	RMSE
1683	112835.4574
1684	112815.2138
1685	112760.4112
1686	112683.6586
1687	112665.2107
1688	112629.5151
1689	112627.7529
1690	112623.0362
1691	112611.6156
1692	112582.7706
1693	112554.9603
1694	112509.8976
1695	112436.2107
1696	112433.8563
1697	112414.2733
1698	112402.1415
1699	112396.4282
1700	112384.4986
1701	112354.6987
1702	112333.5437
1703	112317.6917
1704	112273.6438
1705	112264.4042
1706	112233.8982
1707	112198.0002
1708	112185.1375
1709	112140.7956
1710	112112.9351
1711	112094.7033
1712	112060.8361
1713	112044.6725
1714	112040.0491
1715	112018.7438
1716	111952.3502
1717	111934.6923
1718	111920.4514
1719	111911.4955
1720	111891.2833
1721	111861.7366
1722	111844.2502
1723	111817.3297
1724	111799.0552
1725	111787.0898
1726	111766.6062
1727	111738.2238
1728	111735.4293
1729	111725.689
1730	111699.5623
1731	111696.3909
1732	111682.4729
1733	111672.1682
1734	111662.3407
1735	111634.2691
1736	111617.2468
1737	111599.2185
1738	111577.2178
1739	111536.7973
1740	111454.5341
1741	111425.7312
1742	111408.8872
1743	111403.286
1744	111393.7284
1745	111368.7777
1746	111349.1893
1747	111330.4371
1748	111312.5927
1749	111289.9222
1750	111249.9971
1751	111198.0886
1752	111190.7453
1753	111181.8942
1754	111101.2178
1755	111076.5317
1756	111063.4408
1757	111001.8283
1758	110941.5205
1759	110929.3124
1760	110920.7486
1761	110911.5893
1762	110859.2884
1763	110855.4631
1764	110850.4586
1765	110840.1336
1766	110811.4671
1767	110790.17
1768	110752.4995
1769	110716.4198
1770	110697.6505
1771	110593.3944
1772	110568.8001
1773	110520.6902
1774	110498.374
1775	110476.236
1776	110456.8071
1777	110445.9636
1778	110422.8504
1779	110419.0058
1780	110393.2436
1781	110368.1853
1782	110344.7105
1783	110318.4866
1784	110301.8895
1785	110287.1033
1786	110271.5149
1787	110253.7851
1788	110243.3815
1789	110235.1229
1790	110224.3875
1791	110194.6061
1792	110182.3451
1793	110175.0208
1794	110165.1162
1795	110125.2958
1796	110074.5119
1797	110034.2183
1798	110028.5086
1799	110001.9272
1800	109999.2335
1801	109948.7077
1802	109905.0091
1803	109895.872
1804	109889.3144
1805	109875.8819
1806	109859.9765
1807	109847.2068
1808	109831.6766
1809	109791.9175
1810	109779.015
1811	109763.6794
1812	109717.6723
1813	109703.5064
1814	109693.6881
1815	109678.4151
1816	109654.5276
1817	109634.6229
1818	109604.8847
1819	109558.4351
1820	109544.8568
1821	109539.7257
1822	109492.162
1823	109478.8783
1824	109463.9263
1825	109446.6654
1826	109432.7872
1827	109413.8665
1828	109393.3204
1829	109382.1008
1830	109366.4817
1831	109356.9849
1832	109268.2018
1833	109254.5148
1834	109229.0982
1835	109162.7273
1836	109154.032
1837	109125.7326
1838	109101.588
1839	109093.9464
1840	109075.7365
1841	109048.9854
1842	109030.2467
1843	109003.2367
1844	108924.2541
1845	108913.4992
1846	108897.526
1847	108883.3363
1848	108865.5543
1849	108845.1355
1850	108818.2871
1851	108813.8078
1852	108750.3148
1853	108725.3056
1854	108715.0778
1855	108691.6285
1856	108678.4349
1857	108670.1965
1858	108659.834
1859	108646.582
1860	108609.5053
1861	108603.9992
1862	108561.7011
1863	108526.1443
1864	108453.5727
1865	108442.997
1866	108430.1635
1867	108397.3039
1868	108392.5854
1869	108371.466
1870	108365.065
1871	108340.6308
1872	108308.1197
1873	108290.5941
1874	108276.1408
1875	108263.3723
1876	108240.5842
1877	108231.2158
1878	108166.7252
1879	108129.8694
1880	108104.1605
1881	108096.8239
1882	108070.9495
1883	108059.4444
1884	108036.2498
1885	108001.4505
1886	107981.5711
1887	107960.9004
1888	107947.9353
1889	107902.3562
1890	107857.2305
1891	107820.0559
1892	107808.4102
1893	107779.9606
1894	107744.0641
1895	107739.3117
1896	107724.2196
1897	107707.4166
1898	107686.9778
1899	107677.0052
1900	107662.9051
1901	107638.4152
1902	107611.838
1903	107594.3808
1904	107551.077
1905	107543.3831
1906	107535.633
1907	107466.2144
1908	107456.4141
1909	107437.0872
1910	107432.8256
1911	107413.7456
1912	107391.0865
1913	107371.7949
1914	107357.0603
1915	107328.2527
1916	107321.699
1917	107320.0583
1918	107259.1177
1919	107235.6479
1920	107215.3634
1921	107150.1166
1922	107128.9546
1923	107099.4132
1924	107076.1389
1925	107065.3946
1926	107058.4047
1927	107044.1292
1928	107007.0015
1929	106964.5602
1930	106957.3724
1931	106938.5966
1932	106917.2262
1933	106874.543
1934	106838.611
1935	106815.2133
1936	106785.8955
1937	106775.9499
1938	106756.4673
1939	106715.6327
1940	106702.6613
1941	106676.78
1942	106660.5494
1943	106619.0646
1944	106613.6272
1945	106602.0365
1946	106588.7384
1947	106577.447
1948	106565.9082
1949	106561.8427
1950	106556.9862
1951	106537.625
1952	106523.4582
1953	106518.4767
1954	106512.1404
1955	106504.662
1956	106472.4293
1957	106460.1114
1958	106454.5333
1959	106436.3098
1960	106423.1168
1961	106414.5063
1962	106394.9423
1963	106360.8914
1964	106339.7724
1965	106321.9066
1966	106298.4833
1967	106282.0148
1968	106258.0444
1969	106242.8354
1970	106191.193
1971	106161.3145
1972	106140.6053
1973	106129.877
1974	106117.6083
1975	106107.5077
1976	106097.8956
1977	106083.2578
1978	106068.0988
1979	106055.8355
1980	106031.0894
1981	106019.1402
1982	105993.1572
1983	105985.5341
1984	105971.2369
1985	105970.5983
1986	105941.7588
1987	105917.9482
1988	105903.4473
1989	105861.3605
1990	105843.1405
1991	105834.3249
1992	105823.9193
1993	105810.47
1994	105781.4348
1995	105773.8947
1996	105757.7979
1997	105740.5792
1998	105736.5567
1999	105715.4896
2000	105709.7175
2001	105668.7614
2002	105615.7749
2003	105599.7261
2004	105588.6047
2005	105564.6093
2006	105549.026
2007	105523.5078
2008	105505.2644
2009	105431.666
2010	105379.2794
2011	105361.9713
2012	105352.5237
2013	105346.9512
2014	105315.383
2015	105309.9952
2016	105277.0663
2017	105249.8538
2018	105235.8138
2019	105224.2066
2020	105211.044
2021	105199.7457
2022	105192.4208
2023	105174.2781
2024	105169.9044
2025	105130.8838
2026	105111.4388
2027	105097.6448
2028	105073.8194
2029	105071.6069
2030	105054.852
2031	105032.3641
2032	104993.1899
2033	104968.1333
2034	104950.3918
2035	104936.5486
2036	104934.7128
2037	104931.9018
2038	104891.2532
2039	104858.7106
2040	104847.2727
2041	104836.2812
2042	104821.8893
2043	104805.9434
2044	104792.4171
2045	104764.7335
2046	104747.5113
2047	104740.9897
2048	104731.0304
2049	104692.5534
2050	104688.375
2051	104652.0448
2052	104634.1113
2053	104628.3192
2054	104624.3996
2055	104612.626
2056	104583.55
2057	104576.6199
2058	104545.7568
2059	104536.4766
2060	104500.7418
2061	104465.9519
2062	104450.6861
2063	104423.3099
2064	104408.4352
2065	104377.3518
2066	104360.8009
2067	104345.6041
2068	104318.7953
2069	104306.7009
2070	104282.9494
2071	104241.919
2072	104227.0362
2073	104220.8478
2074	104213.9289
2075	104200.7725
2076	104193.0113
2077	104180.9241
2078	104169.7895
2079	104144.9316
2080	104120.4878
2081	104100.076
2082	104090.3364
2083	104086.5328
2084	104067.6078
2085	104047.1382
2086	104042.1083
2087	104031.015
2088	104002.0813
2089	103942.1119
2090	103922.2661
2091	103883.4527
2092	103868.8306
2093	103857.088
2094	103822.9043
2095	103805.3434
2096	103788.7237
2097	103772.5921
2098	103758.5536
2099	103723.2346
2100	103703.1279
2101	103691.3284
2102	103652.9322
2103	103605.6613
2104	103582.4276
2105	103552.8298
2106	103536.1852
2107	103529.5106
2108	103508.9746
2109	103489.5943
2110	103480.1855
2111	103477.7792
2112	103474.4407
2113	103430.6895
2114	103405.6859
2115	103349.9042
2116	103325.7103
2117	103311.0781
2118	103302.9701
2119	103298.1635
2120	103275.1187
2121	103265.9241
2122	103256.294
2123	103225.0774
2124	103220.9375
2125	103193.1359
2126	103153.7489
2127	103143.5161
2128	103132.5037
2129	103107.0329
2130	103098.8248
2131	103076.7523
2132	103066.2611
2133	103057.8716
2134	103051.1703
2135	103040.1988
2136	103036.0069
2137	103016.9468
2138	103015.3353
2139	103009.8267
2140	102999.5159
2141	102980.0286
2142	102962.7411
2143	102942.8176
2144	102932.63
2145	102914.3696
2146	102900.502
2147	102892.689
2148	102876.6012
2149	102867.2534
2150	102856.9399
2151	102849.9348
2152	102830.3996
2153	102821.0394
2154	102808.378
2155	102797.2263
2156	102781.4759
2157	102740.8332
2158	102730.0161
2159	102700.5555
2160	102691.0461
2161	102661.3628
2162	102656.3459
2163	102575.5313
2164	102560.7626
2165	102551.778
2166	102542.6039
2167	102525.5537
2168	102508.3017
2169	102497.9361
2170	102492.9193
2171	102459.4062
2172	102427.3132
2173	102426.5357
2174	102418.4504
2175	102397.313
2176	102383.4076
2177	102377.7654
2178	102373.4536
2179	102361.0229
2180	102318.0836
2181	102311.2629
2182	102276.499
2183	102273.1995
2184	102272.0709
2185	102243.3788
2186	102222.4626
2187	102212.8339
2188	102203.1559
2189	102196.399
2190	102181.9888
2191	102162.9675
2192	102156.1067
2193	102150.7483
2194	102137.1032
2195	102115.9223
2196	102104.0108
2197	102088.7694
2198	102077.6053
2199	102030.4897
2200	102013.6855
2201	101988.442
2202	101974.0863
2203	101957.9741
2204	101937.9747
2205	101919.6406
2206	101863.704
2207	101857.2035
2208	101836.2863
2209	101812.5919
2210	101803.7398
2211	101799.002
2212	101774.3551
2213	101741.1006
2214	101725.1667
2215	101708.749
2216	101701.3515
2217	101697.7183
2218	101682.9343
2219	101666.7773
2220	101654.4707
2221	101636.8266
2222	101628.9252
2223	101622.6504
2224	101595.2081
2225	101559.2223
2226	101537.1752
2227	101516.8411
2228	101501.7637
2229	101474.2725
2230	101460.4157
2231	101453.7847
2232	101444.9365
2233	101438.1261
2234	101395.6946
2235	101359.0061
2236	101337.3604
2237	101314.0455
2238	101281.6093
2239	101273.3617
2240	101236.5085
2241	101222.0273
2242	101207.1723
2243	101200.8889
2244	101186.4421
2245	101159.7796
2246	101098.9906
2247	101089.3838
2248	101041.2759
2249	101020.2777
2250	100995.477
2251	100955.8983
2252	100926.6517
2253	100888.5916
2254	100882.2933
2255	100873.4305
2256	100868.5575
2257	100857.3636
2258	100840.1802
2259	100804.6017
2260	100799.9186
2261	100781.7662
2262	100739.7225
2263	100729.3524
2264	100712.0553
2265	100678.5843
2266	100666.7472
2267	100639.3806
2268	100623.7217
2269	100615.2754
2270	100570.4185
2271	100487.6445
2272	100476.4618
2273	100466.9619
2274	100451.5704
2275	100428.2916
2276	100419.7314
2277	100396.2148
2278	100376.6722
2279	100362.9389
2280	100326.0472
2281	100319.9864
2282	100295.8597
2283	100278.3803
2284	100252.3896
2285	100237.7835
2286	100234.1305
2287	100218.4339
2288	100196.9603
2289	100189.3615
2290	100172.2621
2291	100146.9384
2292	100144.3989
2293	100124.2881
2294	100072.2921
2295	100065.903
2296	100060.5147
2297	100052.4161
2298	100023.0211
2299	100015.0833
2300	100003.3473
2301	99991.44816
2302	99970.08073
2303	99966.37415
2304	99950.54872
2305	99939.24666
2306	99914.96901
2307	99905.68817
2308	99892.0459
2309	99880.07715
2310	99872.92423
2311	99864.17619
2312	99857.30182
2313	99849.10993
2314	99841.00967
2315	99834.20906
2316	99824.89277
2317	99806.18189
2318	99796.79353
2319	99782.44573
2320	99772.83133
2321	99742.55466
2322	99738.63201
2323	99714.67938
2324	99695.7743
2325	99670.02291
2326	99654.22402
2327	99644.14986
2328	99631.01144
2329	99611.55068
2330	99586.61319
2331	99581.79993
2332	99576.40889
2333	99558.29962
2334	99546.32376
2335	99504.73102
2336	99489.12125
2337	99475.93295
2338	99452.48828
2339	99445.38619
2340	99436.24757
2341	99415.74277
2342	99404.6212
2343	99388.67654
2344	99382.09542
2345	99338.89554
2346	99323.85405
2347	99318.53442
2348	99218.23044
2349	99208.64633
2350	99187.1952
2351	99168.40481
2352	99138.21871
2353	99130.85532
2354	99118.43102
2355	99106.46124
2356	99060.01852
2357	99027.8879
2358	99025.46502
2359	99016.58255
2360	99004.93785
2361	98994.69843
2362	98970.72283
2363	98962.4869
2364	98952.3479
2365	98943.40321
2366	98937.4735
2367	98930.78146
2368	98920.76119
2369	98874.42303
2370	98847.18123
2371	98807.17306
2372	98768.71748
2373	98761.10419
2374	98748.8784
2375	98746.62289
2376	98713.11917
2377	98695.01233
2378	98664.99223
2379	98656.06913
2380	98648.51665
2381	98630.29748
2382	98606.71187
2383	98593.29512
2384	98564.04103
2385	98530.5132
2386	98524.41737
2387	98513.2784
2388	98503.67518
2389	98474.69729
2390	98459.13534
2391	98446.6478
2392	98416.57029
2393	98405.40601
2394	98389.76218
2395	98371.21408
2396	98357.72325
2397	98350.48833
2398	98342.0777
2399	98325.19698
2400	98262.18615
2401	98248.73886
2402	98194.42053
2403	98158.43496
2404	98136.17919
2405	98104.93173
2406	98097.18065
2407	98079.92252
2408	98076.53161
2409	98067.36724
2410	98051.92396
2411	98044.61631
2412	98029.00254
2413	98022.53651
2414	98011.09013
2415	97979.85828
2416	97937.95901
2417	97932.24319
2418	97913.23787
2419	97894.70427
2420	97884.36545
2421	97877.16766
2422	97862.32228
2423	97853.46107
2424	97837.02581
2425	97814.72869
2426	97800.04437
2427	97796.20154
2428	97790.30071
2429	97742.1268
2430	97729.47027
2431	97717.26527
2432	97710.02232
2433	97702.05966
2434	97690.00604
2435	97682.26669
2436	97674.93772
2437	97645.47032
2438	97608.34454
2439	97601.30658
2440	97579.72531
2441	97559.66985
2442	97546.08065
2443	97535.59794
2444	97530.07836
2445	97489.72389
2446	97485.62137
2447	97484.21559
2448	97471.12862
2449	97456.42539
2450	97438.17661
2451	97428.88881
2452	97423.74705
2453	97410.1684
2454	97398.80864
2455	97384.34854
2456	97363.08494
2457	97353.87147
2458	97342.67978
2459	97329.28449
2460	97311.78902
2461	97303.4857
2462	97296.20657
2463	97287.53011
2464	97253.61344
2465	97223.65595
2466	97197.81268
2467	97175.15847
2468	97142.15563
2469	97130.02786
2470	97126.05784
2471	97109.35142
2472	97101.557
2473	97091.97347
2474	97073.81012
2475	97063.51945
2476	97037.40948
2477	97023.84229
2478	97022.85021
2479	97017.65286
2480	96991.38589
2481	96982.12149
2482	96968.53436
2483	96959.41257
2484	96942.50648
2485	96936.91276
2486	96924.50144
2487	96923.6255
2488	96919.71227
2489	96903.44668
2490	96898.89643
2491	96893.53237
2492	96886.92284
2493	96866.75013
2494	96855.45418
2495	96840.14968
2496	96813.80851
2497	96811.58758
2498	96797.30009
2499	96774.6385
2500	96753.54498
2501	96710.91767
2502	96700.89819
2503	96689.987
2504	96678.7649
2505	96664.97602
2506	96648.96165
2507	96636.70358
2508	96632.31391
2509	96622.46687
2510	96615.0203
2511	96605.25239
2512	96593.97845
2513	96575.29728
2514	96569.51333
2515	96563.64629
2516	96540.2246
2517	96532.14801
2518	96521.69112
2519	96514.16231
2520	96498.39018
2521	96493.2622
2522	96486.17888
2523	96466.5172
2524	96452.41476
2525	96436.15411
2526	96432.77652
2527	96426.75118
2528	96420.54157
2529	96394.41104
2530	96374.44769
2531	96354.60924
2532	96326.30125
2533	96320.35205
2534	96291.76023
2535	96278.66277
2536	96269.37834
2537	96251.77934
2538	96244.06167
2539	96217.53468
2540	96206.92408
2541	96181.49145
2542	96154.98573
2543	96139.17876
2544	96123.95484
2545	96115.9875
2546	96104.44397
2547	96092.73193
2548	96058.97121
2549	96052.05539
2550	96046.27795
2551	96044.29453
2552	96035.83586
2553	96017.93365
2554	95992.21407
2555	95935.49852
2556	95910.30777
2557	95903.80996
2558	95895.80469
2559	95887.52681
2560	95880.88077
2561	95874.18772
2562	95868.34818
2563	95845.4806
2564	95825.64193
2565	95807.98046
2566	95796.17489
2567	95766.55284
2568	95745.58982
2569	95662.44759
2570	95626.93265
2571	95588.27742
2572	95583.33842
2573	95567.25985
2574	95555.35393
2575	95542.4479
2576	95501.37081
2577	95489.3548
2578	95459.08942
2579	95441.69585
2580	95421.26927
2581	95405.08346
2582	95396.2573
2583	95371.39572
2584	95365.5184
2585	95343.15484
2586	95321.36393
2587	95309.99836
2588	95299.91962
2589	95292.26443
2590	95279.93912
2591	95268.05861
2592	95255.97331
2593	95241.91207
2594	95224.19075
2595	95211.4892
2596	95189.98805
2597	95173.86035
2598	95144.07316
2599	95128.76692
2600	95113.67736
2601	95089.53848
2602	95085.70328
2603	95080.81666
2604	95075.30623
2605	95067.13074
2606	95058.13421
2607	95047.79571
2608	95043.07962
2609	95036.27696
2610	95021.56277
2611	95004.20884
2612	94993.04211
2613	94978.66121
2614	94965.20996
2615	94946.27981
2616	94940.1746
2617	94925.46266
2618	94919.97171
2619	94862.33208
2620	94836.37301
2621	94830.54748
2622	94819.80085
2623	94790.15565
2624	94765.78967
2625	94757.17333
2626	94732.76683
2627	94719.44353
2628	94666.04608
2629	94658.13791
2630	94645.82171
2631	94631.49208
2632	94619.89338
2633	94609.5054
2634	94604.64947
2635	94598.5867
2636	94577.26774
2637	94570.51748
2638	94548.45263
2639	94543.31267
2640	94529.08833
2641	94517.91261
2642	94512.65616
2643	94507.06225
2644	94497.42992
2645	94476.29203
2646	94456.15802
2647	94436.35097
2648	94421.58092
2649	94412.11624
2650	94408.58838
2651	94382.08427
2652	94359.11653
2653	94345.68014
2654	94306.97339
2655	94294.6868
2656	94271.66702
2657	94245.74451
2658	94221.80562
2659	94206.42485
2660	94184.87825
2661	94147.74792
2662	94133.76606
2663	94114.984
2664	94109.47626
2665	94067.46291
2666	94014.08702
2667	94006.19172
2668	93998.78767
2669	93983.34437
2670	93958.87139
2671	93941.66676
2672	93928.23471
2673	93924.75263
2674	93917.85227
2675	93909.16778
2676	93899.38083
2677	93866.72781
2678	93853.41129
2679	93837.89898
2680	93807.1873
2681	93798.24158
2682	93773.74653
2683	93750.64284
2684	93731.9884
2685	93708.81021
2686	93693.68412
2687	93663.66453
2688	93661.18879
2689	93643.67973
2690	93636.05921
2691	93622.94266
2692	93617.46263
2693	93605.48153
2694	93585.04851
2695	93575.34917
2696	93560.1013
2697	93557.87333
2698	93539.51055
2699	93523.24989
2700	93521.31332
2701	93512.73895
2702	93495.93067
2703	93484.46385
2704	93464.998
2705	93455.99817
2706	93427.85393
2707	93405.34453
2708	93381.01127
2709	93351.30611
2710	93340.91181
2711	93337.18146
2712	93331.05422
2713	93327.48871
2714	93318.61479
2715	93311.19649
2716	93294.92757
2717	93283.49696
2718	93266.19393
2719	93261.28046
2720	93243.81183
2721	93235.8633
2722	93208.7285
2723	93198.22161
2724	93187.79043
2725	93181.17871
2726	93172.94653
2727	93137.35528
2728	93125.28273
2729	93110.72423
2730	93088.38995
2731	93071.88422
2732	93048.07843
2733	93042.84867
2734	93025.32267
2735	92995.79517
2736	92994.26129
2737	92985.63581
2738	92975.49081
2739	92962.62423
2740	92949.47579
2741	92931.71107
2742	92929.17738
2743	92922.21034
2744	92909.35879
2745	92898.38275
2746	92890.38569
2747	92872.98188
2748	92847.06385
2749	92835.11928
2750	92815.44613
2751	92786.18432
2752	92771.93035
2753	92769.12427
2754	92757.90232
2755	92743.59359
2756	92734.2931
2757	92728.49978
2758	92719.71279
2759	92708.08991
2760	92691.39569
2761	92687.98885
2762	92674.11002
2763	92629.4417
2764	92620.42854
2765	92605.40304
2766	92590.42487
2767	92575.05893
2768	92560.55768
2769	92542.75564
2770	92537.8635
2771	92532.54076
2772	92507.32411
2773	92492.62102
2774	92474.38783
2775	92466.7394
2776	92443.73823
2777	92427.30447
2778	92419.13082
2779	92392.56839
2780	92385.37604
2781	92362.5979
2782	92348.42996
2783	92323.92726
2784	92309.22947
2785	92298.82652
2786	92268.85321
2787	92217.61506
2788	92206.82882
2789	92199.29743
2790	92178.83963
2791	92157.92094
2792	92133.74586
2793	92130.34939
2794	92121.67404
2795	92113.86555
2796	92084.29471
2797	92078.27041
2798	92062.52048
2799	92044.24944
2800	92036.76894
2801	92014.85866
2802	92009.53018
2803	92008.28364
2804	91983.66665
2805	91971.35661
2806	91962.54098
2807	91936.59928
2808	91926.64562
2809	91914.93227
2810	91909.91717
2811	91898.00028
2812	91876.01308
2813	91868.50651
2814	91831.22245
2815	91820.49642
2816	91816.75278
2817	91799.94063
2818	91789.08969
2819	91782.49217
2820	91757.17101
2821	91752.22128
2822	91745.58398
2823	91730.36646
2824	91727.21966
2825	91718.28522
2826	91696.60434
2827	91689.53439
2828	91671.40151
2829	91655.55527
2830	91641.20486
2831	91625.73974
2832	91596.53385
2833	91571.33124
2834	91554.53438
2835	91549.27632
2836	91542.07145
2837	91532.39916
2838	91516.6666
2839	91502.78749
2840	91469.13495
2841	91457.93049
2842	91441.69452
2843	91430.41046
2844	91404.52928
2845	91393.78355
2846	91391.70317
2847	91374.25266
2848	91363.84963
2849	91352.82884
2850	91349.34348
2851	91293.66117
2852	91285.18927
2853	91273.90461
2854	91259.75626
2855	91229.13232
2856	91218.94202
2857	91215.62418
2858	91211.84752
2859	91202.81603
2860	91199.8179
2861	91184.1577
2862	91175.67514
2863	91160.79335
2864	91154.61929
2865	91149.63821
2866	91145.70287
2867	91126.59753
2868	91099.39774
2869	91093.37969
2870	91070.89836
2871	91060.56601
2872	91044.92585
2873	91037.75659
2874	91011.81208
2875	91001.1925
2876	90993.89441
2877	90984.32714
2878	90957.65712
2879	90950.64032
2880	90930.08375
2881	90923.19014
2882	90918.27505
2883	90888.77419
2884	90883.78573
2885	90879.76674
2886	90875.66112
2887	90854.6596
2888	90778.81019
2889	90768.71354
2890	90754.16421
2891	90749.3084
2892	90742.41874
2893	90726.99221
2894	90705.88012
2895	90693.57944
2896	90679.9416
2897	90649.42623
2898	90644.11014
2899	90627.55364
2900	90617.24907
2901	90593.8692
2902	90567.25409
2903	90561.28078
2904	90550.24692
2905	90524.04669
2906	90514.50212
2907	90507.18326
2908	90488.66717
2909	90483.30125
2910	90467.56689
2911	90459.31945
2912	90440.20753
2913	90409.21968
2914	90409.17333
2915	90359.80528
2916	90346.84255
2917	90344.50797
2918	90325.93466
2919	90304.65372
2920	90280.29398
2921	90271.00395
2922	90265.66666
2923	90258.9121
2924	90251.19456
2925	90225.80178
2926	90214.54667
2927	90210.76442
2928	90199.19053
2929	90194.66688
2930	90180.10357
2931	90169.01793
2932	90149.84851
2933	90134.19547
2934	90115.92037
2935	90098.41393
2936	90033.93209
2937	90017.54845
2938	89997.13065
2939	89993.28345
2940	89971.16546
2941	89959.69889
2942	89944.3114
2943	89929.21227
2944	89921.50028
2945	89889.15194
2946	89855.65136
2947	89836.41607
2948	89826.51875
2949	89805.93579
2950	89788.83994
2951	89770.9182
2952	89746.42747
2953	89736.15199
2954	89730.94983
2955	89716.63026
2956	89706.918
2957	89693.01949
2958	89681.2888
2959	89657.79637
2960	89652.4824
2961	89650.1786
2962	89631.3663
2963	89613.08662
2964	89609.30243
2965	89601.87274
2966	89590.06678
2967	89586.89898
2968	89546.63242
2969	89536.39111
2970	89533.88088
2971	89516.72042
2972	89512.37016
2973	89490.99552
2974	89475.82003
2975	89470.95073
2976	89464.67407
2977	89460.31831
2978	89449.43405
2979	89413.80433
2980	89410.26312
2981	89397.10151
2982	89387.34732
2983	89363.30015
2984	89354.28206
2985	89346.59485
2986	89334.69098
2987	89323.79054
2988	89306.06048
2989	89296.56443
2990	89282.89148
2991	89267.04355
2992	89264.90452
2993	89242.68536
2994	89226.93751
2995	89221.51927
2996	89208.41233
2997	89195.40584
2998	89191.7212
2999	89188.30389
